StockCode,Description,Revenue,Units_Sold,Avg_Unit_Price
22351,DOTCOMGIFTSHOP TEA TOWEL,23.089999999999996,13,2.4699999999999998
22352,LUNCH BOX WITH CUTLERY RETROSPOT,7860.97,3088,3.321921487603306
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,153.0,60,2.55
22354,RETROSPOT PADDED SEAT CUSHION,2860.98,750,4.555903614457831
22355,CHARLOTTE BAG SUKI DESIGN,29254.15,18124,1.2166067415730337
22356,CHARLOTTE BAG PINK POLKADOT,11417.74,9716,1.252092715231788
22357,KINGS CHOICE BISCUIT TIN,2175.04,468,5.333888888888889
22358,KINGS CHOICE TEA CADDY,2551.2200000000003,698,4.32796875
22359,GLASS JAR KINGS CHOICE,605.7700000000001,183,3.6571604938271607
22360,GLASS JAR ENGLISH CONFECTIONERY,3192.82,1010,3.937720930232558
22361,GLASS JAR DAISY FRESH COTTON WOOL,2592.33,727,4.470148698884758
22362,GLASS JAR PEACOCK BATH SALTS,1329.44,408,4.104586466165413
22363,GLASS JAR MARMALADE,1380.8,480,3.7919277108433738
22364,GLASS JAR DIGESTIVE BISCUITS,2001.3200000000002,616,4.1715757575757575
22365,DOORMAT RESPECTABLE HOUSE,5754.03,789,9.92530726256983
22366,DOORMAT AIRMAIL,6034.9,800,9.812318181818181
22367,CHILDRENS APRON SPACEBOY DESIGN,7508.58,3749,2.4254611211573236
22371,AIRLINE BAG VINTAGE TOKYO 78,5072.32,1086,5.208936708860759
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1289.49,279,5.0018918918918915
22374,AIRLINE BAG VINTAGE JET SET RED,2427.52,546,4.770178571428572
22375,AIRLINE BAG VINTAGE JET SET BROWN,1626.54,346,5.227005988023952
22376,AIRLINE BAG VINTAGE JET SET WHITE,1133.2,252,4.723548387096774
22377,BOTTLE BAG RETROSPOT,2171.53,1330,2.423816425120773
22378,WALL TIDY RETROSPOT,3638.5699999999997,2283,3.022176870748299
22379,RECYCLING BAG RETROSPOT,15607.59,6896,3.1890400000000003
22380,TOY TIDY SPACEBOY,2815.46,1312,2.6916433566433566
22381,TOY TIDY PINK POLKADOT,7433.74,3439,3.0202536997885834
22382,LUNCH BAG SPACEBOY DESIGN,18031.31,10427,2.0130927835051544
22383,LUNCH BAG SUKI  DESIGN,3786.91,2217,2.4341666666666666
22383,LUNCH BAG SUKI DESIGN,18699.43,10301,2.1189745916515426
22384,LUNCH BAG PINK POLKADOT,17388.99,10487,2.031925522252498
22385,JUMBO BAG SPACEBOY DESIGN,17071.59,8666,2.6552167630057806
22386,JUMBO BAG PINK POLKADOT,42401.01,21448,2.598733766233766
22389,PAPERWEIGHT SAVE THE PLANET,641.55,338,2.582888888888889
22390,PAPERWEIGHT CHILDHOOD MEMORIES,440.34000000000003,266,2.7905555555555552
22391,PAPERWEIGHT HOME SWEET HOME,245.58,158,2.8731034482758617
22393,PAPERWEIGHT VINTAGE COLLAGE,736.88,510,2.9073239436619716
22394,PAPERWEIGHT KINGS CHOICE,230.67999999999998,168,2.640869565217391
22395,PAPERWEIGHT VINTAGE PAISLEY,220.04,152,3.3184848484848484
22396,MAGNETS PACK OF 4 RETRO PHOTO,630.37,1226,0.748828125
22398,MAGNETS PACK OF 4 SWALLOWS,1589.12,2575,0.7711111111111111
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1347.08,1152,1.326734693877551
22400,MAGNETS PACK OF 4 HOME SWEET HOME,729.0899999999999,1393,0.6709868421052632
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1033.1599999999999,1719,0.6847368421052632
22403,MAGNETS PACK OF 4 VINTAGE LABELS,689.28,1322,0.89488
22405,MONEY BOX POCKET MONEY DESIGN,415.36,372,1.431857142857143
22406,MONEY BOX KINGS CHOICE DESIGN,403.46,346,1.5136904761904764
22407,MONEY BOX FIRST ADE DESIGN,62.5,50,1.25
22407,MONEY BOX FIRST AID DESIGN,36.78,44,1.3136363636363635
22408,MONEY BOX CONFECTIONERY DESIGN,162.44,145,1.496551724137931
22409,MONEY BOX BISCUITS DESIGN,299.72,228,1.5082456140350877
22410,MONEY BOX HOUSEKEEPING DESIGN,247.42000000000002,237,1.4191379310344827
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,28577.1,12574,2.689254237288136
22412,METAL SIGN NEIGHBOURHOOD WITCH,1931.8500000000001,911,2.5650675675675676
22413,METAL SIGN TAKE IT OR LEAVE IT,11095.94,3774,3.3484375
22414,DOORMAT NEIGHBOURHOOD WITCH,2038.39,279,10.092842105263157
22415,WHITE TISSUE REAM,151.05,19,7.950000000000001
22416,SET OF 36 DOILIES SPACEBOY DESIGN,1135.3999999999999,817,1.5816176470588235
22416,SET OF 36 SPACEBOY PAPER DOILIES,75.42,51,1.63375
22417,PACK OF 60 SPACEBOY CAKE CASES,4563.24,8420,0.7674003795066414
22418,10 COLOUR SPACEBOY PEN,5585.45,6564,1.0559561128526644
22419,LIPSTICK PEN RED,1673.1,3338,0.6032490974729242
22420,LIPSTICK PEN BABY PINK,611.3,1333,0.5912499999999999
22421,LIPSTICK PEN FUSCHIA,1347.1,2597,0.6121395348837209
22422,TOOTHPASTE TUBE PEN,776.1,1273,1.0353846153846153
22423,REGENCY CAKESTAND 3 TIER,174156.54,13851,13.983936223218734
22424,ENAMEL BREAD BIN CREAM,12358.33,873,15.894339207048457
22425,ENAMEL COLANDER CREAM,2346.12,460,5.719939759036144
22426,ENAMEL WASH BOWL CREAM,2855.21,742,4.903253588516746
22427,ENAMEL FLOWER JUG CREAM,12647.26,2106,6.567013752455796
22428,ENAMEL FIRE BUCKET CREAM,1854.76,246,8.209649122807017
22429,ENAMEL MEASURING JUG CREAM,5507.18,1262,4.848253968253968
22430,ENAMEL WATERING CAN CREAM,3241.34,617,5.763367346938776
22431,WATERING CAN BLUE ELEPHANT,3998.7099999999996,2058,2.3188988095238097
22432,WATERING CAN PINK BUNNY,3342.8199999999997,1716,2.247849462365591
22433,WATERING CAN GREEN DINOSAUR,2667.5,1394,2.2754148471615716
22434,BALLOON PUMP WITH 10 BALLOONS,1570.41,793,2.126451612903226
22435,SET OF 9 HEART SHAPED BALLOONS,3445.5,2757,1.4632089552238805
22436,12 COLOURED PARTY BALLOONS,1398.51,2134,0.7042771084337349
22437,SET OF 9 BLACK SKULL BALLOONS,2417.24,2828,1.0173127753303963
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1034.9,1009,1.7488
22439,6 ROCKET BALLOONS,1293.22,1898,0.7724875621890548
22440,BALLOON WATER BOMB PACK OF 35,2375.04,6010,0.4556050955414013
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2292.9100000000003,1047,2.5595475113122172
22442,GROW YOUR OWN FLOWERS SET OF 3,1241.3,296,6.787179487179487
22443,GROW YOUR OWN HERBS SET OF 3,1391.74,164,8.745333333333333
22444,GROW YOUR OWN PLANT IN A CAN,1106.62,838,1.7921052631578949
22445,PENCIL CASE LIFE IS BEAUTIFUL,1615.91,534,3.5214074074074078
22446,PIN CUSHION BABUSHKA PINK,1135.18,439,2.8105882352941176
22447,PIN CUSHION BABUSHKA BLUE,410.81,137,3.2939999999999996
22448,PIN CUSHION BABUSHKA RED,656.4300000000001,201,3.8984444444444444
22449,SILK PURSE BABUSHKA PINK,1583.95,491,3.25
22450,SILK PURSE BABUSHKA BLUE,657.76,194,3.5171186440677964
22451,SILK PURSE BABUSHKA RED,775.8000000000001,222,4.14686274509804
22452,MEASURING TAPE BABUSHKA PINK,1760.3100000000002,722,2.3233561643835614
22453,MEASURING TAPE BABUSHKA BLUE,1185.7900000000002,442,2.7555696202531643
22454,MEASURING TAPE BABUSHKA RED,757.0200000000001,266,3.0623809523809524
22456,NATURAL SLATE CHALKBOARD LARGE,9534.67,1727,6.674088050314466
22457,NATURAL SLATE HEART CHALKBOARD,27991.610000000004,9119,3.59003187250996
22458,CAST IRON HOOK GARDEN FORK,1421.83,523,3.5356521739130433
22459,CAST IRON HOOK GARDEN TROWEL,1018.19,386,3.5335999999999994
22460,EMBOSSED GLASS TEALIGHT HOLDER,3273.5,2546,1.5488151658767773
22461,SAVOY ART DECO CLOCK,1453.58,239,10.390188679245282
22464,HANGING METAL HEART LANTERN,5485.629999999999,3402,1.9432294617563741
22465,HANGING METAL STAR LANTERN,3141.5399999999995,2053,1.87605
22466,FAIRY TALE COTTAGE NIGHT LIGHT,1979.34,976,2.5624137931034485
22466,FAIRY TALE COTTAGE NIGHTLIGHT,3626.45,2093,2.392736842105263
22467,GUMBALL COAT RACK,18798.670000000002,7926,2.8794049346879533
22468,BABUSHKA LIGHTS STRING OF 10,3633.17,517,8.304117647058824
22469,HEART OF WICKER SMALL,32094.6,17963,1.959712879409352
22470,HEART OF WICKER LARGE,30098.110000000004,9887,3.2850427350427354
22471,TV DINNER TRAY AIR HOSTESS,1502.02,419,5.730857142857143
22472,TV DINNER TRAY DOLLY GIRL,1527.01,320,6.182429906542056
22473,TV DINNER TRAY VINTAGE PAISLEY,1623.04,503,5.063124999999999
22474,SPACEBOY TV DINNER TRAY,1636.27,303,6.867651515151515
22475,SKULL DESIGN TV DINNER TRAY,1590.82,313,5.9325179856115104
22476,EMPIRE UNION JACK TV DINNER TRAY,2839.21,880,6.91288
22477,WATERING CAN GARDEN MARKER,1967.9,1364,1.7803937007874016
22478,BIRDHOUSE GARDEN MARKER,2210.62,1537,1.7830000000000001
22479,DAISY GARDEN MARKER,1658.57,1139,1.7758163265306122
22480,RED TEA TOWEL CLASSIC DESIGN,755.96,630,1.2952054794520547
22481,BLACK TEA TOWEL CLASSIC DESIGN,747.3,825,1.076846153846154
22482,BLUE TEA TOWEL CLASSIC DESIGN,565.86,478,1.2656603773584905
22483,RED GINGHAM TEDDY BEAR,2302.94,770,3.6001775147929
22485,SET OF 2 WOODEN MARKET CRATES,7190.349999999999,526,15.007980769230768
22486,PLASMATRONIC LAMP,446.45,71,8.1356
22487,WHITE WOOD GARDEN PLANT LADDER,7909.28,784,10.87100233100233
22488,NATURAL SLATE RECTANGLE CHALKBOARD,5573.679999999999,3195,2.071558752997602
22489,PACK OF 12 TRADITIONAL CRAYONS,4072.13,9719,0.5406053811659193
22491,PACK OF 12 COLOURED PENCILS,3183.63,3947,0.9124886877828055
22492,MINI PAINT SET VINTAGE,16937.82,26633,0.7850263157894737
22493,PAINT YOUR OWN CANVAS SET,3986.64,2461,1.9142342342342342
22494,EMERGENCY FIRST AID TIN,1572.27,1088,1.9077551020408163
22495,SET OF 2 ROUND TINS CAMEMBERT,748.82,282,3.648367346938776
22496,SET OF 2 ROUND TINS DUTCH CHEESE,535.11,253,3.0289873417721522
22497,SET OF 2 TINS VINTAGE BATHROOM,1140.9,224,5.889399999999999
22498,WOODEN REGATTA BUNTING,2116.04,333,6.843999999999999
22499,WOODEN UNION JACK BUNTING,12792.25,2091,6.789317073170731
22500,SET OF 2 TINS JARDIN DE PROVENCE,967.05,248,4.889270833333334
22501,PICNIC BASKET WICKER LARGE,19302.26,1602,14.401595505617978
22502,PICNIC BASKET WICKER 60 PIECES,39619.5,61,649.5
22502,PICNIC BASKET WICKER SMALL,11789.27,1876,7.54717672413793
22503,CABIN BAG VINTAGE PAISLEY,2010.12,99,22.510882352941177
22504,CABIN BAG VINTAGE RETROSPOT,4674.62,247,22.484117647058824
22505,MEMO BOARD COTTAGE DESIGN,7084.42,1457,5.665495207667732
22507,MEMO BOARD RETROSPOT  DESIGN,14193.35,2960,6.295599128540305
22508,DOORSTOP RETROSPOT HEART,6525.88,1594,4.5645945945945945
22509,SEWING BOX RETROSPOT DESIGN,2124.54,209,13.27546511627907
22510,GINGHAM BABUSHKA DOORSTOP,402.74,210,2.394285714285714
22511,RETROSPOT BABUSHKA DOORSTOP,495.2,251,2.802037037037037
22512,DOORSTOP RACING CAR DESIGN,269.71,122,3.3035135135135136
22513,DOORSTOP FOOTBALL DESIGN,539.9,152,4.666716417910448
22514,CHILDS GARDEN SPADE BLUE,704.45,302,2.528888888888889
22515,CHILDS GARDEN SPADE PINK,608.95,266,2.6092857142857144
22516,CHILDS GARDEN RAKE BLUE,494.89,206,2.73421875
22517,CHILDS GARDEN RAKE PINK,447.63,199,2.5105797101449276
22518,CHILDS GARDEN BRUSH BLUE,783.5400000000001,363,2.668024691358025
22519,CHILDS GARDEN BRUSH PINK,906.75,411,2.6006818181818185
22520,CHILDS GARDEN TROWEL BLUE,622.0999999999999,719,0.9045217391304348
22521,CHILDS GARDEN TROWEL PINK,525.51,609,0.9174285714285714
22522,CHILDS GARDEN FORK BLUE,772.59,930,0.8972307692307693
22523,CHILDS GARDEN FORK PINK,750.81,864,0.9484444444444444
22524,CHILDRENS GARDEN GLOVES BLUE,883.1999999999999,642,1.616829268292683
22525,CHILDRENS GARDEN GLOVES PINK,648.97,489,1.7722972972972975
22526,WHEELBARROW FOR CHILDREN,1720.26,125,14.447468354430379
22528,GARDENERS KNEELING PAD,3.36,1,3.36
22529,MAGIC DRAWING SLATE GO TO THE FAIR,349.03,851,0.46014285714285713
22530,MAGIC DRAWING SLATE DOLLY GIRL,1516.46,3628,0.5002978723404256
22531,MAGIC DRAWING SLATE CIRCUS PARADE,1412.41,3382,0.48830845771144277
22532,MAGIC DRAWING SLATE LEAP FROG,366.75,1072,0.4473333333333333
22533,MAGIC DRAWING SLATE BAKE A CAKE,644.39,1782,0.45761363636363633
22534,MAGIC DRAWING SLATE SPACEBOY,1871.1200000000001,4496,0.5057142857142857
22535,MAGIC DRAWING SLATE BUNNIES,669.75,1763,0.483955223880597
22536,MAGIC DRAWING SLATE PURDEY,1803.95,4752,0.44031847133757956
22537,MAGIC DRAWING SLATE DINOSAUR,844.0,1929,0.49179190751445084
22538,MINI JIGSAW GO TO THE FAIR,164.42,402,0.55875
22539,MINI JIGSAW DOLLY GIRL,1129.32,2918,0.56
22540,MINI JIGSAW CIRCUS PARADE,960.86,2519,0.5225
22541,MINI JIGSAW LEAP FROG,201.95,503,0.5651428571428571
22543,MINI JIGSAW BAKE A CAKE,530.8,1453,0.502
22544,MINI JIGSAW SPACEBOY,1714.9199999999998,4518,0.5311363636363636
22545,MINI JIGSAW BUNNIES,435.66999999999996,1142,0.5626666666666666
22546,MINI JIGSAW PURDEY,799.9799999999999,2103,0.5354651162790698
22547,MINI JIGSAW DINOSAUR,338.23,809,0.6317647058823529
22548,HEADS AND TAILS SPORTING FUN,2348.94,1975,1.4097641509433962
22549,PICTURE DOMINOES,4798.38,3188,1.9796408839779005
22550,HOLIDAY FUN LUDO,4194.89,1162,4.441428571428571
22551,PLASTERS IN TIN SPACEBOY,13602.109999999999,8074,1.864023494860499
22553,PLASTERS IN TIN SKULLS,7132.119999999999,4242,1.9751052631578947
22554,PLASTERS IN TIN WOODLAND ANIMALS,13328.269999999999,7803,1.9113445378151261
22555,PLASTERS IN TIN STRONGMAN,9841.829999999998,6010,1.8509351145038169
22556,PLASTERS IN TIN CIRCUS PARADE,10061.859999999999,6113,1.7862045060658576
22557,PLASTERS IN TIN VINTAGE PAISLEY,7762.239999999999,4712,1.900190972222222
22558,CLOTHES PEGS RETROSPOT PACK 24,13325.869999999999,8676,1.8339870967741934
22559,SEASIDE FLYING DISC,626.53,505,1.5980246913580247
22560,TRADITIONAL MODELLING CLAY,9572.32,8144,1.4223907455012852
22561,WOODEN SCHOOL COLOURING SET,9741.57,5883,1.777737556561086
22562,MONSTERS STENCIL CRAFT,1763.3700000000001,1413,1.366824644549763
22563,HAPPY STENCIL CRAFT,3348.18,2823,1.3495070422535211
22564,ALPHABET STENCIL CRAFT,3057.27,2697,1.3571505376344086
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,872.67,933,1.1069127516778523
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,789.78,873,1.0496078431372549
22567,20 DOLLY PEGS RETROSPOT,3251.6,2448,1.569642857142857
22568,FELTCRAFT CUSHION OWL,12413.89,3373,4.162959830866807
22569,FELTCRAFT CUSHION BUTTERFLY,10110.83,2759,4.278142857142857
22570,FELTCRAFT CUSHION RABBIT,11204.97,3086,4.297686375321336
22571,ROCKING HORSE RED CHRISTMAS,2185.48,2434,1.0800387596899224
22572,ROCKING HORSE GREEN CHRISTMAS,1244.6699999999998,1380,1.0617032967032967
22573,STAR WOODEN CHRISTMAS DECORATION,2423.0,2684,1.121936936936937
22574,HEART WOODEN CHRISTMAS DECORATION,2199.5899999999997,2333,1.113125
22575,METAL MERRY CHRISTMAS WREATH,1216.22,636,2.208021978021978
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1414.4599999999998,1538,1.0933333333333333
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,4075.3599999999997,10608,0.4979783393501805
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3876.5399999999995,10460,0.46971698113207544
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1988.0199999999998,5167,0.5163896848137536
22580,ADVENT CALENDAR GINGHAM SACK,6848.1900000000005,1311,5.728536585365854
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1137.28,1569,0.8756043956043955
22582,PACK OF 6 SWEETIE GIFT BOXES,2649.35,1061,3.129326923076923
22583,PACK OF 6 HANDBAG GIFT BOXES,1570.4,573,3.28875
22584,PACK OF 6 PANETTONE GIFT BOXES,548.63,233,3.1944444444444446
22584,PACK OF 6 PANNETONE GIFT BOXES,5398.33,2097,3.0986592178770946
22585,PACK OF 6 BIRDY GIFT TAGS,7547.889999999999,6221,1.4756511056511057
22586,FELTCRAFT HAIRBAND PINK AND BLUE,774.55,856,1.0627777777777776
22587,FELTCRAFT HAIRBAND RED AND BLUE,830.52,918,1.0437037037037036
22588,CARD HOLDER GINGHAM HEART,2141.32,684,3.5053977272727277
22589,CARDHOLDER GINGHAM STAR,1212.82,379,3.6482716049382713
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1509.41,413,4.486511627906976
22592,CARDHOLDER HOLLY WREATH METAL,3021.12,658,5.085037037037037
22593,CHRISTMAS GINGHAM STAR,2085.64,2263,1.12425
22594,CHRISTMAS GINGHAM TREE,1905.77,2006,1.1763959390862944
22595,CHRISTMAS GINGHAM HEART,605.8,649,1.1770370370370369
22595,GINGHAM HEART DECORATION,5114.41,6139,1.0084761904761905
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,4110.42,3476,1.299132075471698
22597,CHRISTMAS MUSICAL ZINC HEART,67.89999999999999,58,1.252
22597,MUSICAL ZINC HEART DECORATION,1179.59,2763,0.6557777777777777
22598,CHRISTMAS MUSICAL ZINC TREE,446.2,990,0.6635416666666666
22599,CHRISTMAS MUSICAL ZINC STAR,967.76,1953,0.6486290322580645
22600,CHRISTMAS RETROSPOT STAR WOOD,1543.23,1698,1.070969387755102
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2219.83,2479,1.0747029702970297
22602,CHRISTMAS RETROSPOT HEART WOOD,137.59,139,1.3128571428571427
22602,RETROSPOT WOODEN HEART DECORATION,1886.28,2076,1.1022619047619047
22603,CHRISTMAS RETROSPOT TREE WOOD,1235.3799999999999,1387,1.078125
22604,SET OF 4 NAPKIN CHARMS CUTLERY,3039.6600000000003,1251,2.8548837209302325
22605,WOODEN CROQUET GARDEN SET,11276.21,782,16.2249
22606,WOODEN SKITTLES GARDEN SET,4638.46,313,16.473846153846154
22607,WOODEN ROUNDERS GARDEN SET,12531.57,1327,10.739052924791086
22608,PENS ASSORTED FUNKY JEWELED,1114.6399999999999,5211,0.33034722222222224
22609,PENS ASSORTED SPACEBALL,1368.1,5874,0.41865384615384615
22610,PENS ASSORTED FUNNY FACE,2571.4,9572,0.38857142857142857
22611,VINTAGE UNION JACK SHOPPING BAG,1077.03,225,5.553829787234043
22613,PACK OF 20 SPACEBOY NAPKINS,1222.61,1538,1.0078231292517008
22614,PACK OF 12 SPACEBOY TISSUES,1024.2199999999998,3032,0.45162162162162156
22615,PACK OF 12 CIRCUS PARADE TISSUES,660.15,2073,0.4941176470588235
22616,PACK OF 12 LONDON TISSUES,7975.98,26119,0.44826003824091776
22617,BAKING SET SPACEBOY DESIGN,10745.05,2209,5.468758029978586
22618,COOKING SET RETROSPOT,671.53,69,10.612857142857141
22619,SET OF 6 SOLDIER SKITTLES,9895.04,2480,4.664125560538116
22620,4 TRADITIONAL SPINNING TOPS,6782.21,4889,1.6602857142857141
22621,TRADITIONAL KNITTING NANCY,10053.65,6148,1.8817932148626817
22622,BOX OF VINTAGE ALPHABET BLOCKS,13931.31,1342,12.382434456928838
22623,BOX OF VINTAGE JIGSAW BLOCKS,5236.31,937,6.208851063829787
22624,IVORY KITCHEN SCALES,16378.710000000001,1883,9.46253164556962
22625,RED KITCHEN SCALES,14082.2,1620,9.793315018315017
22626,BLACK KITCHEN SCALES,4401.860000000001,517,9.169145728643217
22627,MINT KITCHEN SCALES,7521.89,852,9.536190476190477
22628,PICNIC BOXES SET OF 3 RETROSPOT,4620.91,965,5.667329842931937
22629,SPACEBOY LUNCH BOX,25719.02,14249,2.193337016574586
22630,DOLLY GIRL LUNCH BOX,21609.789999999997,11780,2.3315268065268064
22631,CIRCUS PARADE LUNCH BOX,7199.57,3677,2.614900497512438
22632,HAND WARMER RED POLKA DOT,225.0,120,1.8638888888888892
22632,HAND WARMER RED RETROSPOT,8757.83,4348,2.2287401574803147
22633,HAND WARMER UNION JACK,10023.720000000001,4851,2.1974036511156188
22634,CHILDS BREAKFAST SET SPACEBOY,7161.3,763,10.312946428571427
22635,CHILDS BREAKFAST SET DOLLY GIRL,6412.33,681,10.368102564102564
22636,CHILDS BREAKFAST SET CIRCUS PARADE,5009.56,595,8.927575757575758
22637,PIGGY BANK RETROSPOT,7111.18,2760,3.1144072948328265
22638,SET OF 4 NAPKIN CHARMS CROWNS,481.88,300,2.2776923076923077
22639,SET OF 4 NAPKIN CHARMS HEARTS,1935.16,805,2.7926490066225167
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,446.84,237,2.5242105263157892
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,303.73,139,2.5927027027027023
22642,SET OF 4 NAPKIN CHARMS STARS,596.36,269,2.645283018867924
22643,SET OF 4 NAPKIN CHARMS LEAVES,441.83,238,2.1975
22644,CERAMIC CHERRY CAKE MONEY BANK,2986.97,2214,2.1284420289855075
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4709.74,2354,2.2715211267605633
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,5684.17,4160,2.054529262086514
22647,CERAMIC LOVE HEART MONEY BANK,466.17999999999995,732,1.405111111111111
22649,STRAWBERRY FAIRY CAKE TEAPOT,4132.88,795,6.036470588235295
22650,CERAMIC PIRATE CHEST MONEY BANK,1320.6999999999998,851,1.9219580419580418
22651,GENTLEMAN SHIRT REPAIR KIT,1837.47,2166,1.1379411764705882
22652,TRAVEL SEWING KIT,8612.07,5091,1.9708723404255317
22653,BUTTON BOX,3378.5,1876,1.9483399209486165
22654,DELUXE SEWING KIT,9893.0,1411,7.752151515151516
22655,VINTAGE RED KITCHEN CABINET,8125.0,60,143.42105263157896
22656,VINTAGE BLUE KITCHEN CABINET,3685.0,26,146.75
22659,LUNCH BOX I LOVE LONDON,20781.649999999998,11504,2.3154016620498616
22660,DOORMAT I LOVE LONDON,2678.96,364,9.895098039215686
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4214.95,5194,0.9770883054892601
22662,LUNCH BAG DOLLY GIRL DESIGN,11060.88,6706,1.9342608695652173
22663,JUMBO BAG DOLLY GIRL DESIGN,7051.2,3419,2.5757427937915747
22664,TOY TIDY DOLLY GIRL DESIGN,1472.85,713,2.869320987654321
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,5192.08,1516,4.052696629213483
22666,RECIPE BOX PANTRY YELLOW DESIGN,26219.95,8269,3.7048793565683646
22667,RECIPE BOX RETROSPOT,8045.1,2882,3.0373885350318472
22668,PINK BABY BUNTING,6677.97,2179,4.122405797101449
22669,RED BABY BUNTING,3559.0,1128,3.7677777777777783
22670,FRENCH WC SIGN BLUE METAL,2516.75,1882,1.6347194719471947
22671,FRENCH LAUNDRY SIGN BLUE METAL,1608.6999999999998,962,2.1616666666666666
22672,FRENCH BATHROOM SIGN BLUE METAL,2511.22,1476,2.0876923076923077
22673,FRENCH GARDEN SIGN BLUE METAL,1016.08,791,1.490530303030303
22674,FRENCH TOILET SIGN BLUE METAL,1692.72,1346,1.5178421052631579
22675,FRENCH KITCHEN SIGN BLUE METAL,1555.16,1240,1.5539156626506023
22676,FRENCH BLUE METAL DOOR SIGN 1,1578.39,1155,1.6345500000000002
22677,FRENCH BLUE METAL DOOR SIGN 2,1389.07,1001,1.7276190476190476
22678,FRENCH BLUE METAL DOOR SIGN 3,1151.56,843,1.671125
22679,FRENCH BLUE METAL DOOR SIGN 4,1023.03,740,1.7244736842105264
22680,FRENCH BLUE METAL DOOR SIGN 5,1157.79,842,1.6518709677419356
22681,FRENCH BLUE METAL DOOR SIGN 6,973.15,710,1.680703125
22682,FRENCH BLUE METAL DOOR SIGN 7,896.75,677,1.5951754385964911
22683,FRENCH BLUE METAL DOOR SIGN 8,871.49,644,1.6489166666666668
22684,FRENCH BLUE METAL DOOR SIGN 9,726.07,531,1.704
22685,FRENCH BLUE METAL DOOR SIGN 0,780.8,594,1.5481818181818183
22686,FRENCH BLUE METAL DOOR SIGN No,1308.38,993,1.8928481012658227
22687,DOORMAT CHRISTMAS VILLAGE,3354.22,590,11.319807692307693
22688,DOORMAT PEACE ON EARTH BLUE,3519.6600000000003,705,9.140625
22689,DOORMAT MERRY CHRISTMAS RED,5176.25,673,10.198027210884353
22690,DOORMAT HOME SWEET HOME BLUE,9943.7,1619,8.34332167832168
22691,DOORMAT WELCOME SUNRISE,2678.77,371,9.365499999999999
22692,DOORMAT WELCOME TO OUR HOME,11539.06,1522,9.598148984198644
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17927.45,16244,1.4859344262295082
22694,WICKER STAR,4251.72,1842,2.5493430656934306
22695,WICKER WREATH SMALL,1001.4899999999999,741,1.74696
22696,WICKER WREATH LARGE,1452.55,729,2.3487179487179484
22697,GREEN REGENCY TEACUP AND SAUCER,22755.5,7278,3.835362035225049
